repo_names,name,react_1,react_3,react_5,react_6,react_7,react_9,react_11,react_12,react_14,react_23,react_26,react_30,react_31,react_36,react_43,react_54,react_59,react_67,react_70,react_72,react_73,react_74,react_78,react_79,react_80,react_81,react_84,react_89,react_94,react_97,react_99,react_101,sustainability_score
ray-project/ray,ray,True,6,True,True,3,False,0,True,19.307732638888886,0,False,True,1,0,0,2,0,0,True,4.1,True,True,True,0,0.0,True,0.0,False,False,True,0,True,79.9562
babysor/MockingBird,MockingBird,True,1,True,False,0,False,0,False,606.5968689986282,0,False,False,1,0,1,2,1,0,False,3.6000000000000005,True,False,True,1,0.5,True,0.75,True,False,True,0,False,16.272
XingangPan/DragGAN,DragGAN,False,2,True,False,0,False,0,False,152.97927469135803,0,False,False,1,1,1,3,1,0,False,3.6,False,False,True,1,0.4,True,0.0,False,False,True,0,False,15.4749
zhayujie/chatgpt-on-wechat,chatgpt-on-wechat,False,1,True,True,0,False,0,True,143.65497927031507,0,False,True,1,0,1,1,1,0,False,3.888888888888889,False,False,False,1,0.4,True,0.0,False,True,True,1,False,37.9282
openai/gym,gym,True,1,False,False,0,False,0,False,92.21905555555556,0,True,True,1,1,1,3,1,0,False,3.625,False,False,True,1,0.5,True,1.5,False,True,True,0,True,38.5627
mannaandpoem/OpenManus,OpenManus,True,1,True,True,0,False,0,True,12.00425505050505,0,False,True,1,0,1,4,1,0,False,4.0,True,False,False,1,0.5,True,0.0,True,True,True,0,False,60.9562
2noise/ChatTTS,ChatTTS,True,2,True,True,0,False,0,True,34.78505997474748,0,True,True,1,0,1,3,1,0,False,4.142857142857142,False,True,False,1,0.4,True,0.75,False,False,True,0,True,35.3539
ccxt/ccxt,ccxt,True,8,True,True,0,True,0,True,24.81808449074074,0,False,True,1,0,0,3,1,0,False,3.5,False,False,True,1,0.6000000000000001,True,1.5,False,True,True,1,False,79.9671
unslothai/unsloth,unsloth,True,1,True,True,0,False,0,True,45.73756858710563,0,False,True,1,0,1,3,1,0,True,3.2,False,False,True,1,0.5,True,2.75,False,False,True,0,True,69.3685
chenfei-wu/TaskMatrix,TaskMatrix,True,1,True,False,0,False,0,False,17.515145502645503,0,False,False,1,1,1,2,1,0,False,3.875,False,False,True,1,0.6000000000000001,True,2.5,True,True,True,0,True,19.1096
testerSunshine/12306,12306,False,1,False,False,0,False,0,True,69.74001792114694,0,False,False,1,1,1,2,1,0,True,3.25,True,True,True,1,0.4,True,0.0,False,True,True,0,True,15.2955
huggingface/pytorch-image-models,pytorch-image-models,True,1,True,True,0,False,0,True,95.84167592592593,0,True,True,1,0,1,3,1,0,True,3.6666666666666665,False,False,True,1,0.7000000000000001,True,1.5,True,False,True,1,True,62.4111
unclecode/crawl4ai,crawl4ai,True,2,True,True,0,False,0,True,207.57953333333336,0,False,True,1,0,1,4,1,0,True,3.875,True,False,True,1,0.6000000000000001,True,1.5,True,False,True,0,True,46.5405
XX-net/XX-Net,XX-Net,False,3,True,True,0,False,0,False,67.39243348982785,0,True,True,1,0,0,3,1,0,True,3.7,True,True,False,1,0.4,True,0.0,False,False,False,0,False,38.2767
python-poetry/poetry,poetry,True,1,True,True,0,False,0,True,50.92485964912281,0,False,True,1,0,1,3,1,0,True,3.0000000000000004,True,False,True,1,0.5,True,1.25,False,False,True,1,True,64.9451
Pythagora-io/gpt-pilot,gpt-pilot,True,3,True,True,0,False,0,False,19.446044176706827,0,True,True,1,0,1,4,1,0,True,3.4166666666666665,False,False,True,1,0.4,True,1.25,False,True,True,1,True,35.0421
lllyasviel/ControlNet,ControlNet,False,1,True,False,0,False,0,True,64.42166666666667,0,False,False,1,1,1,2,1,0,False,3.9090909090909087,False,False,True,1,0.2,True,0.0,False,False,True,0,True,11.6286
jax-ml/jax,jax,True,3,True,True,0,False,0,True,18.400102513227512,0,True,True,1,0,1,2,1,0,False,4.142857142857142,True,False,True,1,0.5,True,1.25,False,False,True,1,True,79.9123
facebookresearch/detectron2,detectron2,True,2,False,True,0,False,0,True,0.0,0,True,True,1,0,1,3,1,0,False,3.833333333333333,True,False,False,1,0.4,True,0.0,False,False,True,0,True,37.612
